x,y,p
0.75,0.0023708903583900647,10
0.7525,0.0025419503076219863,10
0.755,0.0027246821427683167,10
0.7575,0.002919833784006991,10
0.76,0.0031281975485349008,10
0.7625,0.0033506125151702986,10
0.765,0.0035879669916583953,10
0.7675,0.0038412010868034384,10
0.77,0.004111309389300704,10
0.7725,0.004399343754843062,10
0.775,0.004706416202726511,10
0.7775,0.005033701922768759,10
0.78,0.005382442392881546,10
0.7825,0.0057539486070912185,10
0.785,0.006149604413179394,10
0.7875,0.006570869958405646,10
0.79,0.007019285240972645,10
0.7925,0.00749647376398912,10
0.795,0.008004146287672799,10
0.7975,0.00854410467440074,10
0.8,0.009118245819953628,10
0.8025,0.009728565662899142,10
0.805,0.010377163262513176,10
0.8075,0.011066244933930899,10
0.81,0.011798128427349373,10
0.8125,0.012575247136053323,10
0.815,0.013400154315804345,10
0.8175,0.01427552729570575,10
0.8200000000000001,0.015204171658029883,10
0.8225,0.01618902536166199,10
0.825,0.017233162780771825,10
0.8275,0.01833979862706924,10
0.83,0.01951229172053381,10
0.8325,0.020754148569834336,10
0.835,0.022069026719776952,10
0.8375,0.023460737819058834,10
0.84,0.02493325035736404,10
0.8425,0.026490692016454445,10
0.845,0.02813735157539675,10
0.8475,0.029877680305477758,10
0.85,0.031716292785723375,10
0.8525,0.033657967065323084,10
0.855,0.035707644094717286,10
0.8575,0.03787042634272384,10
0.86,0.040151575512929374,10
0.8625,0.042556509268770214,10
0.865,0.04509079687336862,10
0.8675,0.04776015364741914,10
0.87,0.05057043414635302,10
0.8725,0.05352762395682301,10
0.875,0.056637830012383095,10
0.8775,0.05990726932929153,10
0.88,0.06334225606579798,10
0.8825000000000001,0.06694918681230157,10
0.885,0.07073452402556887,10
0.8875,0.07470477752797657,10
0.89,0.07886648400268761,10
0.8925000000000001,0.083226184427963,10
0.895,0.08779039940861465,10
0.8975,0.09256560238005968,10
0.9,0.09755819068065011,10
0.9025,0.10277445451099555,10
0.905,0.10822054382487921,10
0.9075,0.11390243322503922,10
0.91,0.1198258849684579,10
0.9125,0.1259964102196316,10
0.915,0.13241922872635378,10
0.9175,0.13909922713039388,10
0.92,0.14604091616467546,10
0.9225,0.15324838702849558,10
0.925,0.16072526727236133,10
0.9275,0.1684746765632836,10
0.9299999999999999,0.17649918273904758,10
0.9325,0.18480075859503212,10
0.935,0.1933807398786089,10
0.9375,0.2022397849928929,10
0.94,0.2113778369325676,10
0.9425,0.2207940879885927,10
0.9450000000000001,0.23048694776480122,10
0.9475,0.24045401504677102,10
0.95,0.25069205405111045,10
0.9525,0.26119697556081795,10
0.9550000000000001,0.27196382341924125,10
0.9575,0.2829867668112165,10
