x,y,p
0.75,7.542363020812084e-6,20
0.7525,8.64493407136501e-6,20
0.755,9.904198128878848e-6,20
0.7575,0.000011341790515835072,20
0.76,0.000012982246913900755,20
0.7625,0.000014853380573794316,20
0.765,0.000016986707076235666,20
0.7675,0.00001941792244698134,20
0.77,0.000022187441113214806,20
0.7725,0.00002534100095049837,20
0.775,0.00002893034351754136,20
0.7775,0.0000330139785194489,20
0.78,0.00003765804258912372,20
0.7825,0.000042937263642284665,20
0.785,0.0000489360433564957,20
0.7875,0.00005574967176212591,20
0.79,0.00006348568952811681,20
0.7925,0.00007226541529391593,20
0.795,0.00008222565735863124,20
0.7975,0.00009352063120847965,20
0.8,0.00010632410676485964,20
0.8025,0.00012083181189033832,20
0.805,0.0001372641216229732,20
0.8075,0.00015586906584676594,20
0.81,0.00017692569167587855,20
0.8125,0.00020074782076228817,20
0.815,0.00022768824606269795,20
0.8175,0.0002581434173539258,20
0.8200000000000001,0.00029255867000162585,20
0.8225,0.00033143405720087964,20
0.825,0.00037533085215550724,20
0.8275,0.0004248787934825113,20
0.83,0.00048078415455462967,20
0.8325,0.0005438387255613399,20
0.835,0.0006149298058070211,20
0.8375,0.0006950513131996883,20
0.84,0.000785316128031457,20
0.8425,0.0008869697990197555,20
0.845,0.0010014057511572487,20
0.8475,0.0011301821471816158,20
0.85,0.0012750405673696962,20
0.8525,0.0014379266857993457,20
0.855,0.0016210131350780244,20
0.8575,0.0018267247656310456,20
0.86,0.002057766519727285,20
0.8625,0.0023171541541703983,20
0.865,0.002608248058569162,20
0.8675,0.002934790427772408,20
0.87,0.0033009460567083484,20
0.8725,0.0037113470326253653,20
0.875,0.004171141602488677,20
0.8775,0.004686047490690052,20
0.88,0.005262409932608385,20
0.8825000000000001,0.005907264670900214,20
0.885,0.006628406131264131,20
0.8875,0.0074344609499046276,20
0.89,0.008334966962577168,20
0.8925000000000001,0.009340457680894592,20
0.895,0.01046255217083917,20
0.8975,0.011714050105803722,20
0.9,0.013109031585943742,20
0.9025,0.01466296109047274,20
0.905,0.016392794652525775,20
0.9075,0.018317089009709717,20
0.91,0.0204561110797244,20
0.9125,0.02283194563205452,20
0.915,0.025468598467268882,20
0.9175,0.028392091770270893,20
0.92,0.031630547571283245,20
0.9225,0.03521425443117658,20
0.925,0.039175711575064866,20
0.9275,0.04354964374743248,20
0.9299999999999999,0.048372979082116206,20
0.9325,0.05368478131375354,20
0.935,0.05952612676322037,20
0.9375,0.06593991578695782,20
0.94,0.07297060788932705,20
0.9425,0.08066386958091398,20
0.9450000000000001,0.08906612446767122,20
0.9475,0.09822399613616307,20
0.95,0.10818363632736364,20
0.9525,0.1189899338284931,20
0.9550000000000001,0.13068560359764675,20
0.9575,0.1433101609579348,20
0.96,0.15689879226467915,20
0.9625,0.17148114115543053,20
0.965,0.18708003808659251,20
0.9675,0.20371020991866534,20
0.97,0.22137701522683773,20
0.9725,0.24007525900294793,20
0.975,0.2597881465612795,20
0.9775,0.2804864397849388,20
0.98,0.3021278784167448,20
0.9825,0.32465692415244624,20
0.985,0.3480048754011984,20
0.9875,0.372090385761786,20
0.99,0.3968204000956634,20
0.9924999999999999,0.4220914997096697,20
0.995,0.4477916242600978,20
0.9975,0.47380211459137733,20
1.0,0.5,20
1.0025,0.5262604374011538,20
1.005,0.5524592001869253,20
1.0075,0.5784751121671755,20
1.01,0.6041923270568645,20
1.0125,0.6295023658910108,20
1.0150000000000001,0.6543058421817155,20
1.0175,0.6785138257518653,20
1.02,0.7020488189193232,20
1.0225,0.7248453410300256,20
1.025,0.7468501374869447,20
1.0275,0.7680220460733654,20
1.03,0.7883315657281196,20
1.0325,0.8077601807281556,20
1.0350000000000001,0.8262994966605114,20
1.0375,0.8439502441611908,20
1.04,0.8607212029221979,20
1.0425,0.8766280927746921,20
1.045,0.8916924715900931,20
1.0474999999999999,0.9059406720579556,20
1.05,0.9194028017207844,20
1.0525,0.9321118234378325,20
1.055,0.9441027270253267,20
1.0575,0.9554117973555277,20
1.06,0.9660759797555295,20
1.0625,0.9761323401078106,20
1.065,0.9856176145392994,20
1.0675,0.9945678418804077,20
1.07,1.0030180710500334,20
1.0725,1.0110021350449487,20
1.075,1.0185524831575277,20
