x,y,p
0.75,7.71460939343692e-26,100
0.7525,1.5059389198260353e-25,100
0.755,2.9331702905245836e-25,100
0.7575,5.7004622242701515e-25,100
0.76,1.1054320409103233e-24,100
0.7625,2.1389934357231805e-24,100
0.765,4.1299849197798705e-24,100
0.7675,7.957107291192128e-24,100
0.77,1.529803885607465e-23,100
0.7725,2.934918916830201e-23,100
0.775,5.618782275532556e-23,100
0.7775,1.0734453461290595e-22,100
0.78,2.0465159830642362e-22,100
0.7825,3.8936202319702964e-22,100
0.785,7.392664647438744e-22,100
0.7875,1.4007578171306953e-21,100
0.79,2.648776711558825e-21,100
0.7925,4.9986582854014106e-21,100
0.795,9.414404622482901e-21,100
0.7975,1.769575258659934e-20,100
0.8,3.3196124551048315e-20,100
0.8025,6.215173496303487e-20,100
0.805,1.1613736117271026e-19,100
0.8075,2.165951519739237e-19,100
0.81,4.031705439580232e-19,100
0.8125,7.490267015249533e-19,100
0.815,1.388926796245952e-18,100
0.8175,2.5706327004056706e-18,100
0.8200000000000001,4.748804919049301e-18,100
0.8225,8.756231418600631e-18,100
0.825,1.611549532609608e-17,100
0.8275,2.9605233584204213e-17,100
0.83,5.428709064891285e-17,100
0.8325,9.936482633769644e-17,100
0.835,1.8154386292305726e-16,100
0.8375,3.3109144365006844e-16,100
0.84,6.027489998765638e-16,100
0.8425,1.0953472398656762e-15,100
0.845,1.9870028905374833e-15,100
0.8475,3.598165058972136e-15,100
0.85,6.504352484806211e-15,100
0.8525,1.1737400415467551e-14,100
0.855,2.1144093001833212e-14,100
0.8575,3.802418127028849e-14,100
0.86,6.826352331585951e-14,100
0.8625,1.2234320482331054e-13,100
0.865,2.1889588653109989e-13,100
0.8675,3.9099047361187966e-13,100
0.87,6.972199034121368e-13,100
0.8725,1.2412308520459923e-12,100
0.875,2.20606679332103e-12,100
0.8775,3.914462642119688e-12,100
0.88,6.934531131256315e-12,100
0.8825000000000001,1.2264716842347932e-11,100
0.885,2.1656955803808885e-11,100
0.8875,3.818042049553539e-11,100
0.89,6.72034139056941e-11,100
0.8925000000000001,1.1810089302786356e-10,100
0.895,2.0721925042648019e-10,100
0.8975,3.6301611708548287e-10,100
0.9,6.349571193310159e-10,100
0.9025,1.1088921922020054e-9,100
0.905,1.933590124508019e-9,100
0.9075,3.366459342231321e-9,100
0.91,5.852209351074378e-9,100
0.9125,1.0157983288191292e-8,100
0.915,1.7605156862464122e-8,100
0.9175,3.046636517650867e-8,100
0.92,5.2644532286320306e-8,100
0.9225,9.083250643488233e-8,100
0.925,1.5649058248506892e-7,100
0.9275,2.692138814696919e-7,100
0.9299999999999999,4.624581562458088e-7,100
0.9325,7.932618476757075e-7,100
0.935,1.3587299680140157e-6,100
0.9375,2.323943042821154e-6,100
0.94,3.969142943435252e-6,100
0.9425,6.7693974763376905e-6,100
0.9450000000000001,0.00001152890902004029,100
0.9475,0.00001960712689186731,100
0.95,0.000033298865722360626,100
0.9525,0.000056472381711703665,100
0.9550000000000001,0.00009563881657889175,100
0.9575,0.00016174167754707335,100
0.96,0.00027314562891633625,100
0.9625,0.0004606175563223257,100
0.965,0.0007756053276631937,100
0.9675,0.0013039471730475882,100
0.97,0.002188455155150529,100
0.9725,0.00366582265169518,100
0.975,0.006126188516064712,100
0.9775,0.010207305689466956,100
0.98,0.016938278142051802,100
0.9825,0.027945540913290524,100
0.985,0.045713470505337014,100
0.9875,0.07382643849031913,100
0.99,0.11696847928601198,100
0.9924999999999999,0.1802219908034773,100
0.995,0.2671062901973567,100
0.9975,0.37645007361188765,100
1.0,0.5,100
1.0025,0.6238684687364422,100
1.005,0.7342212411492788,100
1.0075,0.822863751047362,100
1.01,0.8885476392673028,100
1.0125,0.9345864317638942,100
1.0150000000000001,0.9658308583141235,100
1.0175,0.9867857928716286,100
1.02,1.0009291959040751,100
1.0225,1.0106979339172317,100
1.025,1.0177079424832258,100
1.0275,1.0229969349275039,100
1.03,1.0272188907054143,100
1.0325,1.030781480195444,100
1.0350000000000001,1.0339372668432423,100
1.0375,1.03684220345282,100
1.04,1.0395924365297768,100
1.0425,1.0422472110927596,100
1.045,1.0448430385637157,100
1.0474999999999999,1.0474024320342306,100
1.05,1.0499392838295767,100
1.0525,1.0524621744201177,100
1.055,1.0549764087571456,100
1.0575,1.0574852701231026,100
1.06,1.0599907927689856,100
1.0625,1.062494238456579,100
1.065,1.0649963906700857,100
1.0675,1.067497736449316,100
1.07,1.0699985788901036,100
1.0725,1.07249910682457,100
1.075,1.0749994380270822,100
1.0775000000000001,1.0774996460341457,100
1.08,1.0799997768111123,100
1.0825,1.0824998591208108,100
1.085,1.0849999109811324,100
1.0875,1.0874999436912198,100
1.09,1.0899999643444702,100
1.0925,1.0924999773987578,100
1.095,1.0949999856586419,100
1.0975000000000001,1.097499990890412,100
1.1,1.0999999942076386,100
1.1025,1.1024999963131206,100
1.105,1.104999997650872,100
1.1075,1.1074999985017069,100
1.1099999999999999,1.1099999990434068,100
1.1125,1.1124999993886413,100
1.115,1.1149999996088877,100
1.1175,1.1174999997495383,100
1.12,1.119999999839449,100
1.1225,1.1224999998969813,100
1.125,1.124999999933832,100
1.1275,1.127499999957459,100
1.13,1.1299999999726227,100
1.1325,1.1324999999823644,100
1.135,1.1349999999886284,100
1.1375,1.1374999999926603,100
1.1400000000000001,1.1399999999952584,100
1.1425,1.1424999999969339,100
1.145,1.1449999999980152,100
1.1475,1.147499999998714,100
1.15,1.1499999999991661,100
1.1525,1.152499999999459,100
1.155,1.1549999999996483,100
1.1575,1.1574999999997713,100
1.1600000000000001,1.1599999999998512,100
1.1625,1.162499999999903,100
1.165,1.164999999999937,100
1.1675,1.1674999999999587,100
1.17,1.1699999999999728,100
1.1724999999999999,1.1724999999999821,100
1.175,1.1749999999999885,100
1.1775,1.1774999999999924,100
1.18,1.179999999999995,100
1.1825,1.182499999999997,100
1.185,1.1849999999999978,100
1.1875,1.1874999999999987,100
1.19,1.189999999999999,100
1.1925,1.1924999999999994,100
1.195,1.1949999999999998,100
1.1975,1.1974999999999998,100
1.2,1.1999999999999997,100
1.2025000000000001,1.2025,100
1.205,1.2049999999999998,100
1.2075,1.2074999999999998,100
1.21,1.21,100
1.2125,1.2125,100
1.215,1.2149999999999999,100
1.2175,1.2175,100
1.22,1.22,100
1.2225000000000001,1.2225000000000001,100
1.225,1.225,100
1.2275,1.2275,100
1.23,1.2300000000000002,100
1.2325,1.2325000000000002,100
1.2349999999999999,1.2349999999999999,100
1.2375,1.2375,100
1.24,1.24,100
1.2425,1.2425,100
1.245,1.245,100
1.2475,1.2474999999999998,100
1.25,1.25,100
